# Darya core lexicon - A2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
843|سرخط|sar-khat|noun|neutral|headline|سرخط خبرها چیست؟|sar-khat-i khabar-hā chīst?|What are the news headlines?|Abstract Concepts|
844|رسانه‌ها|rasāna-hā|noun|neutral|media|رسانه‌ها نقش مهمی دارند.|rasāna-hā naqsh-i muhimmē dārand.|The media has an important role.|Communication & Media|
845|دنبال‌کننده|dunbāl-kunanda|noun|neutral|follower|او هزار دنبال‌کننده دارد.|ō hazār dunbāl-kunanda dāra.|He has a thousand followers.|Abstract Concepts|فالوور
846|نشر کردن|nashar kadan|verb|neutral|to publish|کتاب جدید خود را نشر کرد.|kitāb-i jadīd-i khud ra nashar kad.|He published his new book.|Actions & Movement|nashar mēkun-
847|مطبوعات|matbū'āt|noun|neutral|press|آزادی مطبوعات مهم است.|āzādī-yi matbū'āt muhim ast.|Freedom of the press is important.|Abstract Concepts|
848|قسمت|qismat|noun|neutral|episode|قسمت اول سریال جالب بود.|qismat-i awwal-i siryāl jālib būd.|The first episode of the series was interesting.|Abstract Concepts|
849|سریال|siryāl|noun|neutral|series|من هر شب این سریال را می‌بینم.|man har shab īn siryāl ra mēbīnum.|I watch this series every night.|Abstract Concepts|
850|مستند|mustanad|noun|neutral|documentary|یک مستند درباره طبیعت دیدم.|yak mustanad dar bāra-yi tabī'at dīdum.|I watched a documentary about nature.|Abstract Concepts|
851|خبر عاجل|khabar-i 'ājil|noun|neutral|breaking news|خبر عاجل از تلویزیون پخش شد.|khabar-i 'ājil az tilwīzyōn pakhsh shud.|Breaking news was broadcast on TV.|Communication & Media|
852|بینندگان|bīnandagān|noun|neutral|audience, viewers|تعداد بینندگان زیاد است.|ta'dād-i bīnandagān ziyād ast.|The number of viewers is high.|Abstract Concepts|
853|چنل|chanāl|noun|neutral|channel|چنل یوتیوب من را سبسکرایب کنید.|chanāl-i yūtiyūb-i man ra sabskarāyb kunēd.|Subscribe to my YouTube channel.|Abstract Concepts|
854|ورزش|warzish|noun|neutral|sports, exercise|ورزش برای صحت مفید است.|warzish barāyi sihat mufīd ast.|Sports are good for health.|Abstract Concepts|
855|آب‌بازی|āb-bāzī|noun|neutral|swimming|ما برای آب‌بازی رفتیم.|mā barāyi āb-bāzī raftēm.|We went swimming.|Abstract Concepts|شنا
856|شطرنج|shatranj|noun|neutral|chess|من شطرنج بازی کردن را دوست دارم.|man shatranj bāzī kadan ra dōst dārum.|I like playing chess.|Abstract Concepts|
857|باغداری|bāghdārī|noun|neutral|gardening|پدرم به باغداری علاقه دارد.|padar-am ba bāghdārī alāqa dāra.|My father is interested in gardening.|Abstract Concepts|
858|آشپزی|āshpazī|noun|neutral|cooking|آشپزی مادر من عالی است.|āshpazī-yi mādar-i man ālī ast.|My mother's cooking is excellent.|Abstract Concepts|
859|کتاب‌خوانی|kitāb-khānī|noun|neutral|reading|کتاب‌خوانی ذهن را باز می‌کند.|kitāb-khānī zihn ra bāz mēkuna.|Reading opens the mind.|Abstract Concepts|
860|گیم زدن|gēm zadan|verb|spoken|to play video games|او تمام روز گیم می‌زند.|ō tamām-i rōz gēm mēzana.|He plays video games all day.|Arts & Entertainment|gēm mēzan-
861|کلکسیون|kilaksyūn|noun|neutral|collection|من کلکسیون سکه دارم.|man kilaksyūn-i sikka dārum.|I have a coin collection.|Abstract Concepts|
862|کمپینگ|kampīng|noun|neutral|camping|ما آخر هفته به کمپینگ می‌رویم.|mā ākhir-i hafta ba kampīng mērawēm.|We are going camping this weekend.|Abstract Concepts|خیمه زدن
863|بایسکل‌رانی|bāyskil-rānī|noun|neutral|cycling|بایسکل‌رانی ورزش خوبی است.|bāyskil-rānī warzish-i khūbī ast.|Cycling is a good exercise.|Abstract Concepts|
864|یوگا|yōgā|noun|neutral|yoga|من هر صبح یوگا انجام می‌دهم.|man har subh yōgā anjām mētiyum.|I do yoga every morning.|Abstract Concepts|
865|نویسندگی|nawīsandagī|noun|neutral|writing|او به نویسندگی علاقه دارد.|ō ba nawīsandagī alāqa dāra.|He is interested in writing.|Abstract Concepts|
866|رقص|raqs|noun|neutral|dancing|آنها در محفل رقص کردند.|ānhā dar mahfil raqs kadand.|They danced at the party.|Abstract Concepts|
867|دوش|dawish|noun|neutral|running|من هر روز دوش می‌کنم.|man har rōz dawish mēkunum.|I go running every day.|Abstract Concepts|
868|ماهی‌گیری|māhī-gīrī|noun|neutral|fishing|ما برای ماهی‌گیری به دریا رفتیم.|mā barāyi māhī-gīrī ba daryā raftēm.|We went to the river for fishing.|Abstract Concepts|
869|پختن کیک|pukhtan-i kēk|noun|neutral|baking|پختن کیک کار آسانی است.|pukhtan-i kēk kār-i āsānī ast.|Baking a cake is an easy task.|Abstract Concepts|
870|رسامی|rassāmī|noun|neutral|drawing, sketching|رسامی او بسیار خوب است.|rassāmī-yi ō bisyār khūb ast.|His drawing is very good.|Abstract Concepts|
871|خیاطی|khayyātī|noun|neutral|sewing, tailoring|مادرم خیاطی می‌کند.|mādar-am khayyātī mēkuna.|My mother sews.|Abstract Concepts|
872|نجاری|najjārī|noun|neutral|woodworking, carpentry|او در کارگاه نجاری کار می‌کند.|ō dar kār-gāh-i najjārī kār mēkuna.|He works in a carpentry workshop.|Abstract Concepts|
873|صخره‌نوردی|sakhra-nawardī|noun|neutral|rock climbing|صخره‌نوردی ورزش خطرناکی است.|sakhra-nawardī warzish-i khatarnākī ast.|Rock climbing is a dangerous sport.|Nature & Environment|
874|آوازخوانی|āwāz-khwānī|noun|neutral|singing|آوازخوانی او زیباست.|āwāz-khwānī-yi ō zēbā-st.|Her singing is beautiful.|Abstract Concepts|
875|چکش|chakush|noun|neutral|hammer|من با چکش میخ را زدم.|man bā chakush mēkh ra zadum.|I hit the nail with a hammer.|Abstract Concepts|
876|پیچ‌کش|pēch-kash|noun|neutral|screwdriver|پیچ‌کش را به من بده.|pēch-kash ra ba man bidi.|Give me the screwdriver.|Abstract Concepts|
877|رنچ|ranch|noun|neutral|wrench|برای این کار رنچ ضرورت داریم.|barāyi īn kār ranch zarūrat dārēm.|We need a wrench for this work.|Abstract Concepts|آچار
878|پلاس|palās|noun|neutral|pliers|با پلاس سیم را قطع کن.|bā palās sīm ra qat' kun.|Cut the wire with pliers.|Abstract Concepts|
879|اره|arra|noun|neutral|saw|او با اره چوب را برید.|ō bā arra chōb ra burīd.|He cut the wood with a saw.|Abstract Concepts|
880|میخ|mēkh|noun|neutral|nail|یک میخ در دیوار بکوب.|yak mēkh dar dēwār bukōb.|Hammer a nail into the wall.|Abstract Concepts|
881|پیچ|pēch|noun|neutral|screw|این پیچ شل شده است.|īn pēch shul shuda ast.|This screw is loose.|Abstract Concepts|
882|متر|mitr|noun|neutral|tape measure|طول اتاق را با متر اندازه بگیر.|tūl-i utāq ra bā mitr andāza bigīr.|Measure the length of the room with a tape measure.|Abstract Concepts|
883|برمه|barma|noun|neutral|drill|او با برمه دیوار را سوراخ کرد.|ō bā barma dēwār ra sūrākh kad.|He drilled a hole in the wall with a drill.|Abstract Concepts|
884|قیچی|qaychī|noun|neutral|scissors|تکه را با قیچی ببر.|tuka ra bā qaychī bubur.|Cut the cloth with scissors.|Abstract Concepts|
885|تبر|tabar|noun|neutral|axe|او با تبر هیزم می‌شکند.|ō bā tabar hēzum mēshikana.|He chops firewood with an axe.|Abstract Concepts|
886|زینه|zīna|noun|neutral|ladder, stairs|از زینه بالا برو.|az zīna bālā buru.|Go up the ladder.|Abstract Concepts|
887|گروپ دستی|grūp-i dastī|noun|neutral|flashlight|در تاریکی گروپ دستی روشن کن.|dar tārīkī grūp-i dastī rōshan kun.|Turn on the flashlight in the dark.|Abstract Concepts|
888|سریش|sirēsh|noun|neutral|glue|کاغذها را با سریش بچسپان.|kāghaz-hā ra bā sirēsh bichaspān.|Stick the papers with glue.|Abstract Concepts|چسپ
889|سطل|satl|noun|neutral|bucket|یک سطل آب بیاور.|yak satl-i āb biyāwar.|Bring a bucket of water.|Abstract Concepts|
890|ریسمان|rīsmān|noun|neutral|rope|ریسمان را محکم بگیر.|rīsmān ra muhkam bigīr.|Hold the rope tightly.|Abstract Concepts|تناب
891|سیم|sīm|noun|neutral|wire|این سیم برق است.|īn sīm-i barq ast.|This is an electrical wire.|Abstract Concepts|لین
892|بیل|bēl|noun|neutral|shovel|با بیل خاک را بردار.|bā bēl khāk ra bardār.|Remove the dirt with a shovel.|Abstract Concepts|
893|چنگک|changak|noun|neutral|rake, hook|برگ‌ها را با چنگک جمع کن.|barg-hā ra bā changak jam' kun.|Gather the leaves with a rake.|Abstract Concepts|
894|کراچی دستی|karāchī-yi dastī|noun|neutral|wheelbarrow|بار را در کراچی دستی بگذار.|bār ra dar karāchī-yi dastī bugzār.|Put the load in the wheelbarrow.|Abstract Concepts|
895|آب‌تراز|āb-tarāz|noun|neutral|level (tool)|نجار از آب‌تراز استفاده می‌کند.|najjār az āb-tarāz istifāda mēkuna.|The carpenter uses a level.|Abstract Concepts|
896|اسپانر|ispānar|noun|neutral|spanner, wrench|اسپانر را به من بده.|ispānar ra ba man bidi.|Give me the spanner.|Abstract Concepts|رنچ
897|تصمیم گرفتن|tasmīm giriftan|verb|neutral|to decide|من تصمیم گرفتم بروم.|man tasmīm giriftam birawam.|I decided to go.|Actions & Movement|تصمیم می‌گیرد
898|مقایسه کردن|muqāyisa kardan|verb|neutral|to compare|لطفاً این دو را با هم مقایسه کنید.|lutfan īn dū rā bā ham muqāyisa kunēd.|Please compare these two together.|Actions & Movement|مقایسه می‌کند
899|ثابت کردن|sābit kardan|verb|neutral|to prove|او بی‌گناهی خود را ثابت کرد.|ū bē-gunāhī-yi khud rā sābit kard.|He proved his innocence.|Actions & Movement|ثابت می‌کند
900|موافقت کردن|muwāfiqat kardan|verb|neutral|to agree|من با نظر شما موافقت می‌کنم.|man bā nazar-i shumā muwāfiqat mēkunam.|I agree with your opinion.|Actions & Movement|موافقت می‌کند
901|مخالفت کردن|mukhālifat kardan|verb|neutral|to disagree|آنها با این طرح مخالفت کردند.|ānhā bā īn tarh mukhālifat kardand.|They disagreed with this plan.|Actions & Movement|مخالفت می‌کند
902|حدس زدن|hads zadan|verb|neutral|to guess|می‌توانی حدس بزنی چه اتفاقی افتاد؟|mētāwānī hads bizanī chi ittifāqī uftād?|Can you guess what happened?|Actions & Movement|حدس می‌زند
903|باور کردن|bāwar kardan|verb|neutral|to believe|نمی‌توانم حرفت را باور کنم.|namētāwānam harf-at rā bāwar kunam.|I cannot believe your word.|Actions & Movement|باور می‌کند
904|فراموش کردن|farāmōsh kardan|verb|neutral|to forget|آدرس را فراموش کردم.|ādras rā farāmōsh kardam.|I forgot the address.|Actions & Movement|فراموش می‌کند
905|به یاد آوردن|ba yād āwurdan|verb|neutral|to remember|نام او را به یاد نمی‌آورم.|nām-i ū rā ba yād namēāwaram.|I do not remember his name.|Actions & Movement|به یاد می‌آورد
906|تغییر دادن|taghyīr dādan|verb|neutral|to change (something)|باید برنامه را تغییر دهیم.|bāyad barnāma rā taghyīr dihēm.|We must change the schedule.|Actions & Movement|تغییر می‌دهد
907|تبدیل شدن|tabdīl shudan|verb|neutral|to become/transform|آب به یخ تبدیل شد.|āb ba yakh tabdīl shud.|The water transformed into ice.|Actions & Movement|تبدیل می‌شود
908|جستجو کردن|justujū kardan|verb|neutral|to search|پولیس کلید را جستجو می‌کند.|pōlīs kilīd rā justujū mēkunad.|The police are searching for the key.|Actions & Movement|جستجو می‌کند
909|کشف کردن|kashf kardan|verb|neutral|to discover|آنها یک راه جدید کشف کردند.|ānhā yak rāh-i jadīd kashf kardand.|They discovered a new way.|Actions & Movement|کشف می‌کند
910|حمایت کردن|himāyat kardan|verb|neutral|to support|خانواده‌ام از من حمایت می‌کنند.|khānawāda-am az man himāyat mēkunand.|My family supports me.|Actions & Movement|حمایت می‌کند
911|تشویق کردن|tashwīq kardan|verb|neutral|to encourage|معلم دانش‌آموزان را تشویق کرد.|muallim dānish-āmōzān rā tashwīq kard.|The teacher encouraged the students.|Actions & Movement|تشویق می‌کند
912|توهین کردن|tawhīn kardan|verb|neutral|to insult|لطفاً به کسی توهین نکنید.|lutfan ba kasē tawhīn nakunēd.|Please do not insult anyone.|Actions & Movement|توهین می‌کند
913|احترام گذاشتن|ihtirām guzāshtan|verb|neutral|to respect|ما باید به بزرگان احترام بگذاریم.|mā bāyad ba buzurgān ihtirām biguzārēm.|We must respect the elders.|Actions & Movement|احترام می‌گذارد
914|شکایت کردن|shikāyat kardan|verb|neutral|to complain|مشتری از غذا شکایت کرد.|mushtarī az ghazā shikāyat kard.|The customer complained about the food.|Actions & Movement|شکایت می‌کند
915|پیشنهاد دادن|pēshnihād dādan|verb|neutral|to suggest/propose|دوستم پیشنهاد داد که به پارک برویم.|dōst-am pēshnihād dād ki ba pārk birawēm.|My friend suggested that we go to the park.|Actions & Movement|پیشنهاد می‌دهد
916|توضیح دادن|tawzēh dādan|verb|neutral|to explain|می‌توانی این مشکل را توضیح دهی؟|mētāwānī īn mushkil rā tawzēh dihī?|Can you explain this problem?|Actions & Movement|توضیح می‌دهد
917|توصیف کردن|tawsīf kardan|verb|neutral|to describe|آن منظره را توصیف کنید.|ān manzara rā tawsīf kunēd.|Describe that scenery.|Actions & Movement|توصیف می‌کند
918|مقاومت کردن|muqāwimat kardan|verb|neutral|to resist|آنها در برابر دشمن مقاومت کردند.|ānhā dar barābar-i dushman muqāwimat kardand.|They resisted the enemy.|Actions & Movement|مقاومت می‌کند
919|تسلیم شدن|taslīm shudan|verb|neutral|to surrender|دزد بالاخره تسلیم شد.|duzd bilākhira taslīm shud.|The thief finally surrendered.|Actions & Movement|تسلیم می‌شود
920|تحمل کردن|tahammul kardan|verb|neutral|to tolerate|نمی‌توانم این درد را تحمل کنم.|namētāwānam īn dard rā tahammul kunam.|I cannot tolerate this pain.|Actions & Movement|تحمل می‌کند
921|حل کردن|hal kardan|verb|neutral|to solve|باید این مسئله را حل کنیم.|bāyad īn mas'ala rā hal kunēm.|We must solve this issue.|Actions & Movement|حل می‌کند
922|پیچیده کردن|pēchīda kardan|verb|neutral|to complicate|اوضاع را پیچیده نکنید.|awzā rā pēchīda nakunēd.|Do not complicate the situation.|Actions & Movement|پیچیده می‌کند
923|نابود کردن|nābōd kardan|verb|neutral|to destroy|زلزله شهر را نابود کرد.|zilzila shahr rā nābōd kard.|The earthquake destroyed the city.|War & Conflict|نابود می‌کند
924|تعمیر کردن|ta'mīr kardan|verb|neutral|to repair|من موتر خود را تعمیر کردم.|man mōtar-i khud rā ta'mīr kardam.|I repaired my car.|Actions & Movement|تعمیر می‌کند
925|ایجاد کردن|ījād kardan|verb|neutral|to create/establish|این شرکت فرصت‌های شغلی ایجاد کرد.|īn shirkat fursathā-yi shughlī ījād kard.|This company created job opportunities.|Actions & Movement|ایجاد می‌کند
926|بررسی کردن|barrasī kardan|verb|neutral|to examine/investigate|داکتر بیمار را بررسی کرد.|dāktar bīmār rā barrasī kard.|The doctor examined the patient.|Actions & Movement|بررسی می‌کند
927|تأیید کردن|ta'yīd kardan|verb|neutral|to confirm|رئیس این خبر را تأیید کرد.|ra'īs īn khabar rā ta'yīd kard.|The boss confirmed this news.|Actions & Movement|تأیید می‌کند
928|انکار کردن|inkār kardan|verb|neutral|to deny|او اشتباه خود را انکار کرد.|ū ishtibāh-i khud rā inkār kard.|He denied his mistake.|Actions & Movement|انکار می‌کند
929|اعتراف کردن|i'tirāf kardan|verb|neutral|to confess|متهم به جرم خود اعتراف کرد.|muttaham ba jurm-i khud i'tirāf kard.|The accused confessed to his crime.|Actions & Movement|اعتراف می‌کند
930|پشیمان شدن|pashēmān shudan|verb|neutral|to regret|از گفته‌هایم پشیمان شدم.|az guftahā-yam pashēmān shudam.|I regretted my words.|Actions & Movement|پشیمان می‌شود
931|خجالت کشیدن|khijālat kashīdan|verb|neutral|to be embarrassed/ashamed|از اشتباهم خجالت کشیدم.|az ishtibāh-am khijālat kashīdam.|I was embarrassed by my mistake.|Emotions & Feelings|خجالت می‌کشد
932|نگران بودن|nigarān būdan|verb|neutral|to be worried|مادرم برایم نگران بود.|mādar-am barāy-am nigarān būd.|My mother was worried about me.|Actions & Movement|نگران است
933|آرام شدن|ārām shudan|verb|neutral|to calm down|لطفاً آرام شوید و گوش دهید.|lutfan ārām shawēd wa gōsh dihēd.|Please calm down and listen.|Emotions & Feelings|آرام می‌شود
934|هیجان‌زده شدن|hayajān-zada shudan|verb|neutral|to get excited|کودکان بسیار هیجان‌زده شدند.|kōdakān bisyār hayajān-zada shudand.|The children got very excited.|Actions & Movement|هیجان‌زده می‌شود
935|ناامید شدن|nā-umēd shudan|verb|neutral|to become disappointed|او از نتیجه ناامید شد.|ū az natīja nā-umēd shud.|He became disappointed with the result.|Actions & Movement|ناامید می‌شود
936|امیدوار بودن|umēdwār būdan|verb|neutral|to be hopeful|به آینده روشن امیدوار هستم.|ba āyanda-yi rawshan umēdwār hastam.|I am hopeful for a bright future.|Actions & Movement|امیدوار است
937|تعجب کردن|ta'ajjub kardan|verb|neutral|to be surprised|از دیدن او تعجب کردم.|az dīdan-i ū ta'ajjub kardam.|I was surprised to see him.|Actions & Movement|تعجب می‌کند
938|فریاد زدن|faryād zadan|verb|neutral|to shout/scream|چرا فریاد می‌زنی؟|charā faryād mēzanī?|Why are you shouting?|Actions & Movement|فریاد می‌زند
939|زمزمه کردن|zamzama kardan|verb|neutral|to whisper|او چیزی در گوشم زمزمه کرد.|ū chīzē dar gōsh-am zamzama kard.|He whispered something in my ear.|Actions & Movement|زمزمه می‌کند
940|خیره شدن|khīra shudan|verb|neutral|to stare|به تصویر خیره شدم.|ba taswīr khīra shudam.|I stared at the picture.|Actions & Movement|خیره می‌شود
941|اشاره کردن|ishāra kardan|verb|neutral|to point/indicate|به ساختمان اشاره کرد.|ba sākhtamān ishāra kard.|He pointed to the building.|Actions & Movement|اشاره می‌کند
942|لمس کردن|lams kardan|verb|neutral|to touch|لطفاً نقاشی را لمس نکنید.|lutfan naqqāshī rā lams nakunēd.|Please do not touch the painting.|Actions & Movement|لمس می‌کند
943|احساس کردن|ihsās kardan|verb|neutral|to feel|احساس سردی می‌کنم.|ihsās-i sardī mēkunam.|I feel cold.|Emotions & Feelings|احساس می‌کند
944|بوییدن|bōyīdan|verb|neutral|to smell|گل‌ها را بوییدم.|gulhā rā bōyīdam.|I smelled the flowers.|Actions & Movement|می‌بوید
945|جویدن|jawīdan|verb|neutral|to chew|غذا را خوب بجوید.|ghazā rā khūb bijawēd.|Chew your food well.|Actions & Movement|می‌جود
946|بلعیدن|bal'īdan|verb|neutral|to swallow|دوای خود را به سختی بلعید.|dawā-yi khud rā ba sakhtī bal'īd.|He swallowed his medicine with difficulty.|Actions & Movement|می‌بلعد
947|نفس کشیدن|nafas kashīdan|verb|neutral|to breathe|عمیق نفس بکشید.|amīq nafas bikashēd.|Breathe deeply.|Actions & Movement|نفس می‌کشد
948|سرفه کردن|surfa kardan|verb|neutral|to cough|او تمام شب سرفه می‌کرد.|ū tamām-i shab surfa mēkard.|He was coughing all night.|Health & Medicine|سرفه می‌کند
949|عطسه کردن|atsa kardan|verb|neutral|to sneeze|وقتی مریض می‌شوم، زیاد عطسه می‌کنم.|waqtī marēz mēshawam, ziyād atsa mēkunam.|When I get sick, I sneeze a lot.|Health & Medicine|عطسه می‌کند
950|خمیازه کشیدن|khamyāza kashīdan|verb|neutral|to yawn|از خستگی خمیازه کشید.|az khastagī khamyāza kashīd.|He yawned out of tiredness.|Actions & Movement|خمیازه می‌کشد
951|چرت زدن|churt zadan|verb|neutral|to nap|بعد از ظهرها چرت می‌زنم.|ba'd az zuhr-hā churt mēzanam.|I nap in the afternoons.|Actions & Movement|چرت می‌زند
952|استراحت کردن|istirāhat kardan|verb|neutral|to rest|بعد از کار استراحت کردم.|ba'd az kār istirāhat kardam.|I rested after work.|Actions & Movement|استراحت می‌کند
953|خسته شدن|khasta shudan|verb|neutral|to get tired|از پیاده‌روی خسته شدم.|az piyāda-rawī khasta shudam.|I got tired from walking.|Actions & Movement|خسته می‌شود
954|انرژی گرفتن|inirzhī giriftan|verb|neutral|to gain energy|با خوردن میوه انرژی گرفتم.|bā khurdan-i mēwa inirzhī giriftam.|I gained energy by eating fruit.|Science & Technology|انرژی می‌گیرد
955|ورزش کردن|warzish kardan|verb|neutral|to exercise|هر روز صبح ورزش می‌کنم.|har rōz subh warzish mēkunam.|I exercise every morning.|Actions & Movement|ورزش می‌کند
956|مراقبت کردن|murāqibat kardan|verb|neutral|to take care of|از مریض مراقبت کرد.|az marēz murāqibat kard.|She took care of the patient.|Actions & Movement|مراقبت می‌کند
957|استفاده کردن|istifāda kardan|verb|neutral|to use|از کامپیوتر استفاده می‌کنم.|az kāmpīyūtar istifāda mēkunam.|I use the computer.|Actions & Movement|استفاده می‌کند
958|ادامه دادن|idāma dādan|verb|neutral|to continue|ما باید به راه خود ادامه دهیم.|mā bāyad ba rāh-i khud idāma dihēm.|We must continue our way.|Actions & Movement|ادامه می‌دهد
959|متوقف کردن|mutawaqqif kardan|verb|neutral|to stop (something)|پولیس موتر را متوقف کرد.|pōlīs mōtar rā mutawaqqif kard.|The police stopped the car.|Actions & Movement|متوقف می‌کند
960|تصادف کردن|tasāduf kardan|verb|neutral|to crash/collide|دو موتر با هم تصادف کردند.|dū mōtar bā ham tasāduf kardand.|Two cars collided with each other.|Actions & Movement|تصادف می‌کند
961|تأخیر داشتن|ta'khīr dāshtan|verb|neutral|to be delayed|پرواز یک ساعت تأخیر دارد.|parwāz yak sā'at ta'khīr dārad.|The flight is delayed by one hour.|Actions & Movement|تأخیر دارد
962|لغو کردن|laghwa kardan|verb|neutral|to cancel|جلسه را لغو کردیم.|jalasa rā laghwa kardēm.|We canceled the meeting.|Actions & Movement|لغو می‌کند
963|برگزار کردن|barguzār kardan|verb|neutral|to hold/organize (an event)|آنها یک مهمانی برگزار کردند.|ānhā yak mihmānī barguzār kardand.|They held a party.|Actions & Movement|برگزار می‌کند
964|شرکت کردن|shirkat kardan|verb|neutral|to participate|در مسابقه شرکت کردم.|dar musābiqa shirkat kardam.|I participated in the competition.|Actions & Movement|شرکت می‌کند
965|تمرکز کردن|tamarkuz kardan|verb|neutral|to focus|نمی‌توانم روی کارم تمرکز کنم.|namētāwānam rōy-i kār-am tamarkuz kunam.|I cannot focus on my work.|Actions & Movement|تمرکز می‌کند
966|پیچیده|pēchīda|adjective|neutral|complicated|این مسئله بسیار پیچیده است.|īn mas'ala bisyār pēchīda ast.|This issue is very complicated.|Descriptions & Qualities|
967|دشوار|dushwār|adjective|neutral|difficult/arduous|آزمون امروز دشوار بود.|āzmōn-i imrōz dushwār būd.|Today's exam was difficult.|Descriptions & Qualities|
968|مضر|muzir|adjective|neutral|harmful|سگرت کشیدن برای صحت مضر است.|sigrit kashīdan barāyi sihat muzir ast.|Smoking is harmful to health.|Descriptions & Qualities|
969|باارزش|bā-arzish|adjective|neutral|valuable|این انگشتر بسیار باارزش است.|īn angushtar bisyār bā-arzish ast.|This ring is very valuable.|Descriptions & Qualities|
970|بی‌اهمیت|bē-ahammiyat|adjective|neutral|unimportant|این موضوع برای من بی‌اهمیت است.|īn mawzō' barāyi man bē-ahammiyat ast.|This matter is unimportant to me.|Descriptions & Qualities|
971|خسته‌کننده|khasta-kunanda|adjective|neutral|boring/tiring|فیلم خسته‌کننده‌ای بود.|fīlm-i khasta-kunanda-ē būd.|It was a boring movie.|Descriptions & Qualities|
972|عجیب|ajīb|adjective|neutral|strange/weird|صدای عجیبی شنیدم.|sadā-yi ajībī shunīdam.|I heard a strange sound.|Descriptions & Qualities|
973|معمولی|ma'mūlī|adjective|neutral|ordinary/regular|این یک روز معمولی است.|īn yak rōz-i ma'mūlī ast.|This is an ordinary day.|Descriptions & Qualities|
974|منحصر|munhasir|adjective|neutral|unique|طراحی این ساختمان منحصر به فرد است.|tarrāhī-yi īn sākhtamān munhasir ba fard ast.|The design of this building is unique.|Descriptions & Qualities|
975|عمومی|umūmī|adjective|neutral|public/general|این یک پارک عمومی است.|īn yak pārk-i umūmī ast.|This is a public park.|Society & Politics|
976|خصوصی|khusūsī|adjective|neutral|private|این یک مکالمه خصوصی است.|īn yak mukālima-yi khusūsī ast.|This is a private conversation.|Society & Politics|
977|ناموفق|nā-muwaffaq|adjective|neutral|unsuccessful|تلاش او ناموفق بود.|talāsh-i ū nā-muwaffaq būd.|His attempt was unsuccessful.|Descriptions & Qualities|
978|ثروتمند|sarwatmand|adjective|neutral|wealthy|او یک تاجر ثروتمند است.|ū yak tājir-i sarwatmand ast.|He is a wealthy businessman.|Descriptions & Qualities|
979|سخاوتمند|sakhāwatmand|adjective|neutral|generous|پدرم مرد سخاوتمندی است.|padar-am mard-i sakhāwatmandī ast.|My father is a generous man.|Descriptions & Qualities|
980|خسیس|khasīs|adjective|neutral|stingy/miserly|او آنقدر خسیس است که چیزی نمی‌خرد.|ū ānqadar khasīs ast ki chīzē namēkharad.|He is so stingy that he doesn't buy anything.|Descriptions & Qualities|
981|ظالم|zālim|adjective|neutral|cruel/oppressive|پادشاه ظالم بود.|pādshāh zālim būd.|The king was cruel.|Descriptions & Qualities|
982|دلیر|dalēr|adjective|neutral|brave/valiant|سربازان دلیر جنگیدند.|sarbāzān-i dalēr jangīdand.|The valiant soldiers fought.|Descriptions & Qualities|
983|ترسو|tarsō|adjective|neutral|cowardly|او یک آدم ترسو است.|ū yak ādam-i tarsō ast.|He is a cowardly person.|Descriptions & Qualities|
984|زیرک|zērak|adjective|neutral|clever/astute|دانش‌آموز زیرک سوالات را حل کرد.|dānish-āmōz-i zērak suwālāt rā hal kard.|The clever student solved the questions.|Descriptions & Qualities|
985|احمقانه|ahmaqāna|adjective|neutral|foolish/stupid|این یک تصمیم احمقانه بود.|īn yak tasmīm-i ahmaqāna būd.|This was a foolish decision.|Descriptions & Qualities|
986|صبور|sabūr|adjective|neutral|patient|معلم باید صبور باشد.|muallim bāyad sabūr bāshad.|A teacher must be patient.|Descriptions & Qualities|
987|عجول|ajūl|adjective|neutral|hasty/impatient|در تصمیم‌گیری عجول نباش.|dar tasmīm-gīrī ajūl nabāsh.|Do not be hasty in decision-making.|Descriptions & Qualities|
988|مضطرب|muztarib|adjective|neutral|anxious|قبل از امتحان مضطرب بودم.|qabl az imtihān muztarib būdam.|I was anxious before the exam.|Emotions & Feelings|
989|بی‌تفاوت|bē-tafāwut|adjective|neutral|indifferent|او نسبت به مشکلات بی‌تفاوت است.|ū nisbat ba mushkilāt bē-tafāwut ast.|He is indifferent to the problems.|Descriptions & Qualities|
990|مطمئن|mutma'in|adjective|neutral|sure/certain|من کاملاً مطمئن هستم.|man kāmilān mutma'in hastam.|I am completely sure.|Descriptions & Qualities|
991|مشکوک|mashkūk|adjective|neutral|suspicious|رفتار او مشکوک به نظر می‌رسید.|raftār-i ū mashkūk ba nazar mērasīd.|His behavior seemed suspicious.|Descriptions & Qualities|
992|گناهکار|gunāhkār|adjective|neutral|guilty|قاضی او را گناهکار شناخت.|qāzī ū rā gunāhkār shinākht.|The judge found him guilty.|Emotions & Feelings|
993|بی‌گناه|bē-gunāh|adjective|neutral|innocent|مرد بی‌گناه آزاد شد.|mard-i bē-gunāh āzād shud.|The innocent man was released.|Law & Justice|
994|صادق|sādiq|adjective|neutral|honest|او یک دوست صادق است.|ū yak dōst-i sādiq ast.|He is an honest friend.|Descriptions & Qualities|
995|دروغگو|durōghgō|adjective|neutral|liar/deceitful|نباید به آدم دروغگو اعتماد کرد.|nabāyad ba ādam-i durōghgō i'timād kard.|One should not trust a deceitful person.|Descriptions & Qualities|
