# Darya core lexicon - B1 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
1851|مخاطب|mukhātab|noun|formal|audience/addressee|این برنامه مخاطبان جوان را هدف قرار داده است.|īn barnāma mukhātabān-i jawān rā hadaf qarār dāda ast.|This program has targeted young audiences.|Abstract Concepts|
1852|گوینده|gōyanda|noun|neutral|announcer|گوینده رادیو صدای زیبایی دارد.|gōyanda-yi rādyō sadā-yi zēbāyī dārad.|The radio announcer has a beautiful voice.|Abstract Concepts|
1853|مجری|mujrī|noun|neutral|host/presenter|مجری برنامه با مهمانان صحبت کرد.|mujrī-yi barnāma bā mihmānān suhbat kard.|The program host talked with the guests.|Abstract Concepts|
1854|مصاحبه‌شونده|musāhiba-shawanda|noun|formal|interviewee|مصاحبه‌شونده پاسخ‌های جالبی داد.|musāhiba-shawanda pāsuhhā-yi jālibī dād.|The interviewee gave interesting answers.|Abstract Concepts|
1855|پوشش|pōshish|noun|formal|coverage (news)|شبکه پوشش زنده‌ای از مراسم داشت.|shabaka pōshish-i zinda-ē az marāsim dāsht.|The network had live coverage of the ceremony.|Communication & Media|
1856|حقایق|haqāyiq|noun|formal|facts|خبرنگار باید بر اساس حقایق گزارش دهد.|khabarnigār bāyad bar asās-i haqāyiq guzārish dihad.|A reporter must report based on facts.|Abstract Concepts|
1857|شایعه|shāya'a|noun|neutral|rumor|به شایعات توجه نکنید.|ba shāya'āt tawajjuh nakunēd.|Do not pay attention to rumors.|Abstract Concepts|
1858|سرگرمی|sargarmi|noun|neutral|hobby/amusement|سرگرمی مورد علاقه او خواندن کتاب است.|sargarmi-yi mawrid-i alāqa-yi ō khwāndan-i kitāb ast.|His favorite hobby is reading books.|Abstract Concepts|
1859|اتن|atan|noun|neutral|Attan|اتن ملی در مراسم رسمی اجرا می‌شود.|atan-i millī dar marāsim-i rasmī ijrā mēshawad.|The national Attan is performed in official ceremonies.|Abstract Concepts|
1860|پهلوانی|pahlawānī|noun|neutral|wrestling|مسابقات پهلوانی تماشاچیان زیادی داشت.|musābiqāt-i pahlawānī tamāshāchīyān-i ziyādī dāsht.|The wrestling matches had many spectators.|Abstract Concepts|
1861|مسابقه|musābiqa|noun|neutral|competition|مسابقه فوتبال فردا برگزار می‌شود.|musābiqa-yi fūtbāl fardā barguzār mēshawad.|The football match is held tomorrow.|Abstract Concepts|
1862|جایزه|jāyiza|noun|neutral|prize/award|او جایزه اول را برد.|ō jāyiza-yi awwal rā burd.|He won the first prize.|Abstract Concepts|
1863|مدال|midāl|noun|neutral|medal|ورزشکاران مدال طلا گرفتند.|warzishkārān midāl-i talā giriftand.|The athletes received the gold medal.|Abstract Concepts|
1864|قهرمان|qahramān|noun|neutral|champion|تیم ما قهرمان مسابقات شد.|tīm-i mā qahramān-i musābiqāt shud.|Our team became the champion of the tournament.|Abstract Concepts|
1865|تمرین|tamrīn|noun|neutral|practice|ورزشکاران هر روز تمرین می‌کنند.|warzishkārān har rōz tamrīn mēkunand.|The athletes practice every day.|Abstract Concepts|
1866|مربی|murabbī|noun|neutral|coach|مربی دستورات لازم را به بازیکنان داد.|murabbī dastūrāt-i lāzim rā ba bāzīkunān dād.|The coach gave the necessary instructions to the players.|Abstract Concepts|
1867|تماشا|tamāshā|noun|neutral|watching|ما برای تماشای مسابقه رفتیم.|mā barā-yi tamāshā-yi musābiqa raftēm.|We went to watch the match.|Abstract Concepts|
1868|خلاقیت|khalāqiyat|noun|formal|creativity|طراحی این لباس نیاز به خلاقیت دارد.|tarāhī-yi īn libās niyāz ba khalāqiyat dārad.|Designing this dress requires creativity.|Abstract Concepts|
1869|ذوق|zawq|noun|formal|taste/flair|او ذوق هنری فوق‌العاده‌ای دارد.|ō zawq-i hunarī-yi fawq-ul-āda-ē dārad.|He has extraordinary artistic taste.|Abstract Concepts|
1870|الهام|ilhām|noun|formal|inspiration|طبیعت منبع الهام بسیاری از هنرمندان است.|tabī'at manba'-i ilhām-i bisyārē az hunarmandān ast.|Nature is the source of inspiration for many artists.|Abstract Concepts|
1871|تجسم|tajasum|noun|formal|visualization/embodiment|مجسمه تجسم آزادی است.|mujasama tajasum-i āzādī ast.|The statue is the embodiment of freedom.|Abstract Concepts|
1872|رنگ‌روغن|rang-i rōghan|noun|neutral|oil paint|او با رنگ‌روغن نقاشی می‌کند.|ō bā rang-i rōghan naqqāshī mēkunad.|He paints with oil paints.|Food & Drink|
1873|آبرنگ|ābrang|noun|neutral|watercolor|نقاشی با آبرنگ تکنیک خاصی می‌خواهد.|naqqāshī bā ābrang tiknīk-i khāsī mēkhwāhad.|Watercolor painting requires a special technique.|Abstract Concepts|
1874|قلم‌مو|qalam-mū|noun|neutral|paintbrush|قلم‌مو را تمیز کن.|qalam-mū rā tamīz kun.|Clean the paintbrush.|Abstract Concepts|
1875|تار|tār|noun|neutral|string (instrument)|تار ساز زیبایی است.|tār sāz-i zēbāyī ast.|The tar is a beautiful instrument.|Abstract Concepts|
1876|طبل|tabl|noun|neutral|drum|آنها طبل می‌زدند و شادی می‌کردند.|ānhā tabl mēzadand wa shādī mēkardand.|They were beating drums and rejoicing.|Abstract Concepts|
1877|نی|nay|noun|neutral|flute|صدای نی چوپان شنیده می‌شد.|sadā-yi nay-i chōpān shinīda mēshud.|The sound of the shepherd's flute was heard.|Abstract Concepts|
1878|ملودی|milōdī|noun|formal|melody|این آهنگ ملودی آرامی دارد.|īn āhang milōdī-yi ārāmī dārad.|This song has a calm melody.|Abstract Concepts|
1879|ریتم|rētm|noun|formal|rhythm|رقاصان با ریتم موسیقی حرکت کردند.|raqqāsān bā rētm-i mūsīqī harakat kardand.|The dancers moved to the rhythm of the music.|Abstract Concepts|
1880|کر|kor|noun|formal|choir|گروه کر آواز خواندند.|gurōh-i kor āwāz khwāndand.|The choir sang.|Abstract Concepts|
1881|تک‌نواز|tak-nawāz|noun|formal|soloist|تک‌نواز پیانو اجرای بی‌نظیری داشت.|tak-nawāz-i pyānō ijrā-yi bē-nazīrī dāsht.|The piano soloist had a unique performance.|Abstract Concepts|
1882|اپرا|operā|noun|formal|opera|ما بلیط اپرا خریدیم.|mā bilīt-i operā kharīdēm.|We bought opera tickets.|Abstract Concepts|
1883|باله|bālēh|noun|formal|ballet|رقص باله نیاز به تمرین زیاد دارد.|raqs-i bālēh niyāz ba tamrīn-i ziyād dārad.|Ballet dancing requires a lot of practice.|Abstract Concepts|
1884|خیمه‌شب‌بازی|khayma-shab-bāzī|noun|formal|puppetry|کودکان از نمایش خیمه‌شب‌بازی لذت بردند.|kōdakān az namāyish-i khayma-shab-bāzī lazzat burdand.|The children enjoyed the puppetry show.|Abstract Concepts|
1885|دیالوگ|diyālōg|noun|formal|dialogue|دیالوگ‌های این فیلم بسیار قوی است.|diyālōg-hā-yi īn fīlm bisyār qawī ast.|The dialogues of this film are very strong.|Abstract Concepts|
1886|مونولوگ|mōnōlōg|noun|formal|monologue|بازیگر یک مونولوگ طولانی اجرا کرد.|bāzīgar yak mōnōlōg-i tūlānī ijrā kard.|The actor performed a long monologue.|Abstract Concepts|
1887|فیلم‌نامه|fīlm-nāma|noun|formal|screenplay|نوشتن فیلم‌نامه چند ماه طول کشید.|nawishtan-i fīlm-nāma chand māh tūl kashīd.|Writing the screenplay took several months.|Abstract Concepts|
1888|نمایشنامه|namāyish-nāma|noun|formal|script/play|آنها در حال خواندن نمایشنامه هستند.|ānhā dar hāl-i khwāndan-i namāyish-nāma hastand.|They are reading the play.|Arts & Entertainment|
1889|تدوین|tadwīn|noun|formal|editing|مرحله تدوین فیلم به پایان رسید.|marhala-yi tadwīn-i fīlm ba pāyān rasīd.|The film editing stage ended.|Abstract Concepts|
1890|صداگذاری|sadāguzārī|noun|formal|sound engineering/dubbing|صداگذاری این انیمیشن بسیار عالی است.|sadāguzārī-yi īn anīmēshn bisyār ālī ast.|The sound engineering of this animation is excellent.|Abstract Concepts|
1891|جلوه|jilwa|noun|formal|effect|فیلم از جلوه‌های ویژه استفاده کرده است.|fīlm az jilwa-hā-yi wēzha istifāda karda ast.|The film has used special effects.|Abstract Concepts|
1892|انیمیشن|anīmēshn|noun|neutral|animation|تماشای انیمیشن برای کودکان جالب است.|tamāshā-yi anīmēshn barā-yi kōdakān jālib ast.|Watching animation is interesting for children.|Abstract Concepts|
1893|کمدین|kumedyān|noun|neutral|comedian|کمدین همه را به خنده واداشت.|kumedyān hama rā ba khanda wādāsht.|The comedian made everyone laugh.|Abstract Concepts|
1894|خنده|khanda|noun|neutral|laughter|صدای خنده در سالن پیچید.|sadā-yi khanda dar sālun pēchīd.|The sound of laughter echoed in the hall.|Abstract Concepts|
1895|گریه|girya|noun|neutral|crying|پایان فیلم باعث گریه تماشاچیان شد.|pāyān-i fīlm bā'is-i girya-yi tamāshāchīyān shud.|The end of the film caused the audience to cry.|Abstract Concepts|
1896|احساسات|ihsāsāt|noun|formal|emotions|هنر بیانگر احساسات انسان است.|hunar bayāngar-i ihsāsāt-i insān ast.|Art is the expression of human emotions.|Abstract Concepts|
1897|حماسه|hamāsa|noun|formal|epic|شاهنامه یک اثر حماسی است.|shāhnāma yak asar-i hamāsī ast.|The Shahnameh is an epic work.|Abstract Concepts|
1898|عرفان|irfān|noun|formal|mysticism|شعر حافظ پر از مضامین عرفانی است.|shi'r-i hāfiz pur az mazāmīn-i irfānī ast.|Hafez's poetry is full of mystical themes.|Abstract Concepts|
1899|صوفی|sūfī|noun|formal|Sufi|رقص صوفی‌ها بسیار معنوی است.|raqs-i sūfī-hā bisyār ma'nawī ast.|The Sufis' dance is very spiritual.|Abstract Concepts|
1900|مقبره|maqbara|noun|formal|tomb|مقبره پادشاه باستانی کشف شد.|maqbara-yi pādshāh-i bāstānī kashf shud.|The ancient king's tomb was discovered.|Abstract Concepts|
1901|قصر|qasr|noun|formal|palace|پادشاه در قصر بزرگی زندگی می‌کرد.|pādshāh dar qasr-i buzurgī zindagī mēkard.|The king lived in a big palace.|Abstract Concepts|
1902|قلعه|qal'a|noun|formal|castle/fort|قلعه اختیارالدین در هرات است.|qal'a-yi ikhtiyār-ud-dīn dar hirāt ast.|Ikhtiyaruddin Fort is in Herat.|Abstract Concepts|
1903|ویرانه|wīrāna|noun|formal|ruin|از شهر باستانی تنها ویرانه‌هایی باقی مانده است.|az shahr-i bāstānī tanhā wīrāna-hāyī bāqī mānda ast.|Only ruins remain of the ancient city.|Abstract Concepts|
1904|حفاری|haffārī|noun|formal|excavation|تیم باستان‌شناسی در حال حفاری است.|tīm-i bāstān-shināsī dar hāl-i haffārī ast.|The archaeological team is excavating.|Abstract Concepts|
1905|باستان‌شناس|bāstān-shinās|noun|formal|archaeologist|باستان‌شناسان سکه‌های قدیمی پیدا کردند.|bāstān-shināsān sikka-hā-yi qadīmī paydā kardand.|Archaeologists found old coins.|Abstract Concepts|
1906|خط|khatt|noun|neutral|script|این کتیبه به خط کوفی نوشته شده است.|īn katība ba khatt-i kūfī nawishta shuda ast.|This inscription is written in Kufic script.|Abstract Concepts|
1907|کتیبه|katība|noun|formal|inscription|کتیبه‌های سنگی در موزیم نگهداری می‌شوند.|katība-hā-yi sangī dar mōzīm nigahdārī mēshawand.|Stone inscriptions are kept in the museum.|Abstract Concepts|
1908|نماد|namād|noun|formal|symbol|کبوتر نماد صلح است.|kabūtar namād-i sulh ast.|The dove is the symbol of peace.|Abstract Concepts|
1909|سمبولیک|sumbōlīk|noun|formal|symbolic|این نقاشی معنای سمبولیک دارد.|īn naqqāshī ma'nā-yi sumbōlīk dārad.|This painting has a symbolic meaning.|Abstract Concepts|
1910|سخت‌افزار|sakht-afzār|noun|neutral|hardware|سخت‌افزار کامپیوتر باید ارتقا یابد.|sakht-afzār-i kāmpīyōtar bāyad irtiqā yābad.|The computer hardware must be upgraded.|Science & Technology|
1911|برنامه‌نویسی|barnāma-nawīsī|noun|neutral|programming|او به برنامه‌نویسی علاقه دارد.|ō ba barnāma-nawīsī alāqa dārad.|He is interested in programming.|Abstract Concepts|
1912|پایگاه داده|pāygāh-i dāda|noun|neutral|database|اطلاعات در پایگاه داده ذخیره می‌شود.|ittilāāt dar pāygāh-i dāda zakhīra mēshawad.|Information is stored in the database.|Abstract Concepts|
1913|هوش مصنوعی|hōsh-i masnōī|noun|neutral|artificial intelligence|هوش مصنوعی آینده را تغییر می‌دهد.|hōsh-i masnōī āyanda rā taghyīr mēdahad.|Artificial intelligence is changing the future.|Abstract Concepts|
1914|الگوریتم|algōrītm|noun|neutral|algorithm|این الگوریتم بسیار سریع است.|īn algōrītm bisyār sarī ast.|This algorithm is very fast.|Abstract Concepts|
1915|رمزگذاری|ramz-guzārī|noun|neutral|encryption|پیام‌ها نیاز به رمزگذاری دارند.|payām-hā niyāz ba ramz-guzārī dārand.|Messages need encryption.|Abstract Concepts|
1916|سرور|sarvar|noun|neutral|server|سرور مرکزی خراب شده است.|sarvar-i markazī kharāb shuda ast.|The central server is broken.|Abstract Concepts|
1917|جستجوگر|justujōgar|noun|neutral|search engine|جستجوگر گوگل بسیار معروف است.|justujōgar-i gōgal bisyār marūf ast.|The Google search engine is very famous.|Science & Technology|
1918|پروتکل|prōtōkōl|noun|neutral|protocol|این پروتکل امنیتی است.|īn prōtōkōl-i amnīyatī ast.|This is a security protocol.|Abstract Concepts|
1919|آپلود|āplōd|noun|neutral|upload|آپلود فایل زمان می‌برد.|āplōd-i fāyl zamān mēburad.|Uploading the file takes time.|Abstract Concepts|
1920|پهن‌باند|pahn-bānd|noun|neutral|broadband|ما به اینترنت پهن‌باند نیاز داریم.|mā ba intarnēt-i pahn-bānd niyāz dārēm.|We need broadband internet.|Abstract Concepts|
1921|بی‌سیم|bē-sīm|adjective|neutral|wireless|ارتباط بی‌سیم راحت‌تر است.|irtibāt-i bē-sīm rāhat-tar ast.|Wireless communication is easier.|Descriptions & Qualities|
1922|روتر|rōtar|noun|neutral|router|روتر جدید خریدم.|rōtar-i jadīd kharīdam.|I bought a new router.|Abstract Concepts|
1923|مودم|mōdam|noun|neutral|modem|مودم روشن نیست.|mōdam rōshan nēst.|The modem is not on.|Abstract Concepts|
1924|فیبر نوری|fībr-i nūrī|noun|neutral|optical fiber|اینترنت با فیبر نوری سریع‌تر است.|intarnēt bā fībr-i nūrī sarī-tar ast.|Internet with optical fiber is faster.|Abstract Concepts|
1925|ماهواره|māhwāra|noun|neutral|satellite|ماهواره به فضا پرتاب شد.|māhwāra ba fazā partāb shud.|The satellite was launched into space.|Abstract Concepts|
1926|پهنای باند|pahnāy-i bānd|noun|neutral|bandwidth|پهنای باند برای ویدیو کافی نیست.|pahnāy-i bānd barāy-i wīdyō kāfī nēst.|The bandwidth is not enough for the video.|Abstract Concepts|
1927|فرستنده|firistanda|noun|neutral|transmitter|فرستنده پیام کار نمی‌کند.|firistanda-i payām kār namēkunad.|The message transmitter is not working.|Abstract Concepts|
1928|مهندسی|muhandisī|noun|neutral|engineering|او در رشته مهندسی تحصیل می‌کند.|ō dar rishta-i muhandisī tahsīl mēkunad.|He studies in the field of engineering.|Abstract Concepts|
1929|مکانیک|makānīk|noun|neutral|mechanics|علم مکانیک بسیار پیچیده است.|ilm-i makānīk bisyār pēchīda ast.|The science of mechanics is very complex.|Abstract Concepts|
1930|ولتاژ|vultāzh|noun|neutral|voltage|ولتاژ برق بالا است.|vultāzh-i barq bālā ast.|The electricity voltage is high.|Abstract Concepts|
1931|موتور|mōtōr|noun|neutral|engine|موتور موتر خراب شد.|mōtōr-i mōtar kharāb shud.|The car engine broke down.|Science & Technology|
1932|توربین|tūrbīn|noun|neutral|turbine|توربین بادی برق تولید می‌کند.|tūrbīn-i bādī barq tawlīd mēkunad.|The wind turbine generates electricity.|Abstract Concepts|
1933|خط تولید|khat-i tawlīd|noun|neutral|production line|خط تولید متوقف شد.|khat-i tawlīd mutawaqif shud.|The production line stopped.|Abstract Concepts|
1934|اتوماسیون|utūmāsiyūn|noun|neutral|automation|اتوماسیون باعث سرعت کار می‌شود.|utūmāsiyūn bāis-i surat-i kār mēshawad.|Automation speeds up the work.|Abstract Concepts|
1935|مونتاژ|mōntāzh|noun|neutral|assembly|بخش مونتاژ در حال کار است.|bakhsh-i mōntāzh dar hāl-i kār ast.|The assembly section is working.|Abstract Concepts|
1936|رباتیک|rōbātīk|noun|neutral|robotics|رباتیک در صنعت مهم است.|rōbātīk dar sanat muhim ast.|Robotics is important in industry.|Abstract Concepts|
1937|فناوری نانو|fanāwarī-i nānō|noun|neutral|nanotechnology|فناوری نانو پیشرفت کرده است.|fanāwarī-i nānō pēshraft karda ast.|Nanotechnology has advanced.|Abstract Concepts|
1938|بیوتکنولوژی|biyōtēknōlōzhī|noun|neutral|biotechnology|بیوتکنولوژی به پزشکی کمک می‌کند.|biyōtēknōlōzhī ba pizishkī kumak mēkunad.|Biotechnology helps medicine.|Abstract Concepts|
1939|کوانتوم|kwāntūm|noun|neutral|quantum|کامپیوتر کوانتوم بسیار قدرتمند است.|kāmpīyōtar-i kwāntūm bisyār qudratmand ast.|The quantum computer is very powerful.|Abstract Concepts|
1940|واقعیت مجازی|wāqīyat-i majāzī|noun|neutral|virtual reality|عینک واقعیت مجازی جالب است.|aynak-i wāqīyat-i majāzī jālib ast.|Virtual reality glasses are interesting.|Abstract Concepts|
1941|واقعیت افزوده|wāqīyat-i afzūda|noun|neutral|augmented reality|واقعیت افزوده در بازی‌ها استفاده می‌شود.|wāqīyat-i afzūda dar bāzī-hā istifāda mēshawad.|Augmented reality is used in games.|Abstract Concepts|
1942|دیوار آتش|dēwār-i ātash|noun|neutral|firewall|دیوار آتش سیستم را محافظت می‌کند.|dēwār-i ātash sīstam rā muhāfazat mēkunad.|The firewall protects the system.|Abstract Concepts|
1943|بدافزار|bad-afzār|noun|neutral|malware|کامپیوتر به بدافزار آلوده شد.|kāmpīyōtar ba bad-afzār ālōda shud.|The computer was infected with malware.|Abstract Concepts|
1944|هک کردن|hak kardan|verb|neutral|to hack|آنها وب‌سایت را هک کردند.|ānhā wēbsāyt rā hak kardand.|They hacked the website.|Actions & Movement|
1945|امنیت سایبری|amnīyat-i sāybarī|noun|neutral|cybersecurity|امنیت سایبری بسیار مهم است.|amnīyat-i sāybarī bisyār muhim ast.|Cybersecurity is very important.|Abstract Concepts|
1946|احراز هویت|ihrāz-i huwīyat|noun|neutral|authentication|احراز هویت دو مرحله‌ای فعال است.|ihrāz-i huwīyat-i dū marhala-ī faāl ast.|Two-factor authentication is active.|Abstract Concepts|
1947|مجوز|mujāwiz|noun|neutral|authorization|شما مجوز ورود ندارید.|shumā mujāwiz-i wurūd nadārēd.|You do not have authorization to enter.|Abstract Concepts|
1948|سنسور|sēnsōr|noun|neutral|sensor|سنسور حرارتی خراب است.|sēnsōr-i harāratī kharāb ast.|The heat sensor is broken.|Abstract Concepts|
1949|میکروچیپ|mīkrōchīp|noun|neutral|microchip|میکروچیپ‌ها در چین تولید می‌شوند.|mīkrōchīp-hā dar chīn tawlīd mēshawand.|Microchips are produced in China.|Abstract Concepts|
1950|پردازنده|pardāzanda|noun|neutral|processor|سرعت پردازنده بالا است.|surat-i pardāzanda bālā ast.|The processor speed is high.|Abstract Concepts|
1951|پهپاد|pahpād|noun|neutral|drone|پهپاد برای عکاسی استفاده می‌شود.|pahpād barāy-i aksāsī istifāda mēshawad.|The drone is used for photography.|Abstract Concepts|
1952|نیمه‌هادی|nēma-hādī|noun|neutral|semiconductor|صنعت نیمه‌هادی رشد کرده است.|sanat-i nēma-hādī rushd karda ast.|The semiconductor industry has grown.|Abstract Concepts|
1953|مادربرد|mādarbōrd|noun|neutral|motherboard|مادربرد کامپیوتر سوخته است.|mādarbōrd-i kāmpīyōtar sōkhta ast.|The computer's motherboard is burnt.|Abstract Concepts|
1954|تحلیل‌گر|tahlīl-gar|noun|neutral|analytics|تحلیل‌گر داده به شرکت کمک کرد.|tahlīl-gar-i dāda ba shirkat kumak kard.|Data analytics helped the company.|Abstract Concepts|
1955|رابط کاربری|rābit-i kārbarī|noun|neutral|user interface|رابط کاربری این برنامه ساده است.|rābit-i kārbarī-i īn barnāma sāda ast.|The user interface of this app is simple.|Abstract Concepts|
1956|سیستم عامل|sīstam-i āmil|noun|neutral|operating system|کدام سیستم عامل بهتر است؟|kudām sīstam-i āmil bihtar ast?|Which operating system is better?|Abstract Concepts|
1957|کامپایلر|kāmpāylar|noun|neutral|compiler|کامپایلر خطا را نشان داد.|kāmpāylar khatā rā nishān dād.|The compiler showed the error.|Abstract Concepts|
1958|خطایابی|khatā-yābī|noun|neutral|debugging|خطایابی کد زمان می‌برد.|khatā-yābī-i kōd zamān mēburad.|Debugging the code takes time.|Abstract Concepts|
1959|استقرار|istiqrār|noun|neutral|deployment|استقرار نرم‌افزار فردا انجام می‌شود.|istiqrār-i narm-afzār fardā anjām mēshawad.|The software deployment will be done tomorrow.|Abstract Concepts|
1960|ابررسانا|abar-rasānā|noun|neutral|superconductor|ابررساناها در دمای پایین کار می‌کنند.|abar-rasānā-hā dar damāy-i pāyīn kār mēkunand.|Superconductors work at low temperatures.|Abstract Concepts|
1961|زیرساخت|zēr-sākht|noun|neutral|infrastructure|زیرساخت اینترنت ضعیف است.|zēr-sākht-i intarnēt zaīf ast.|The internet infrastructure is weak.|Abstract Concepts|
1962|ذخیره‌سازی|zakhīra-sāzī|noun|neutral|storage|فضای ذخیره‌سازی ابری امن است.|fazāy-i zakhīra-sāzī-i abrī amn ast.|Cloud storage space is secure.|Abstract Concepts|
1963|فضای ابری|fazāy-i abrī|noun|neutral|cloud|فایل‌ها در فضای ابری هستند.|fāyl-hā dar fazāy-i abrī hastand.|The files are in the cloud.|Nature & Environment|
1964|مجازی‌سازی|majāzī-sāzī|noun|neutral|virtualization|مجازی‌سازی هزینه‌ها را کاهش می‌دهد.|majāzī-sāzī hazīna-hā rā kāhish mēdahad.|Virtualization reduces costs.|Abstract Concepts|
1965|کد منبع|kōd-i manba|noun|neutral|source code|کد منبع در دسترس نیست.|kōd-i manba dar dastras nēst.|The source code is not available.|Abstract Concepts|
1966|منبع باز|manba-i bāz|adjective|neutral|open source|این یک نرم‌افزار منبع باز است.|īn yak narm-afzār-i manba-i bāz ast.|This is an open source software.|Descriptions & Qualities|
1967|پلاگین|plāgīn|noun|neutral|plugin|پلاگین جدیدی نصب کردم.|plāgīn-i jadīdī nasb kardam.|I installed a new plugin.|Abstract Concepts|
1968|اسکریپت|iskrīpt|noun|neutral|script|این اسکریپت به صورت خودکار اجرا می‌شود.|īn iskrīpt ba sūrat-i khudkār ijrā mēshawad.|This script runs automatically.|Abstract Concepts|
1969|متغیر|mutaghayir|noun|neutral|variable|مقدار این متغیر چیست؟|miqdār-i īn mutaghayir chēst?|What is the value of this variable?|Abstract Concepts|
1970|تراشه|tarāsha|noun|neutral|chip|تراشه جدید بسیار کوچک است.|tarāsha-i jadīd bisyār kōchak ast.|The new chip is very small.|Abstract Concepts|
1971|مدیریت پروژه|mudīrīyat-i prōzha|noun|neutral|project management|مدیریت پروژه در مهندسی مهم است.|mudīrīyat-i prōzha dar muhandisī muhim ast.|Project management is important in engineering.|Work & Business|
1972|توسعه‌دهنده|tawsīa-dihanda|noun|neutral|developer|توسعه‌دهنده برنامه در حال کار است.|tawsīa-dihanda-i barnāma dar hāl-i kār ast.|The app developer is working.|Abstract Concepts|
1973|مهندس|muhandis|noun|neutral|engineer|برادرم یک مهندس موفق است.|birādaram yak muhandis-i muwaffaq ast.|My brother is a successful engineer.|Abstract Concepts|
1974|آزمایش|āzmāyish|noun|neutral|testing|مرحله آزمایش تمام شد.|marhala-i āzmāyish tamām shud.|The testing phase is finished.|Abstract Concepts|
1975|بهینه‌سازی|bihīna-sāzī|noun|neutral|optimization|بهینه‌سازی سیستم زمان‌بر است.|bihīna-sāzī-i sīstam zamān-bar ast.|System optimization is time-consuming.|Abstract Concepts|
1976|مقیاس‌پذیری|miqyās-pazīrī|noun|neutral|scalability|مقیاس‌پذیری سرورها مهم است.|miqyās-pazīrī-i sarvar-hā muhim ast.|The scalability of servers is important.|Abstract Concepts|
1977|دسترسی|dastrasī|noun|neutral|access|من دسترسی به این فایل ندارم.|man dastrasī ba īn fāyl nadāram.|I do not have access to this file.|Abstract Concepts|
1978|حق تکثیر|haq-i taksīr|noun|neutral|copyright|حق تکثیر رعایت شده است.|haq-i taksīr riāyat shuda ast.|The copyright has been respected.|Abstract Concepts|
1979|کاربر|kārbar|noun|neutral|user|تعداد کاربرها افزایش یافت.|tidād-i kārbar-hā afzāyish yāft.|The number of users increased.|Abstract Concepts|
1980|نام کاربری|nām-i kārbarī|noun|neutral|username|نام کاربری اشتباه است.|nām-i kārbarī ishtibāh ast.|The username is incorrect.|Abstract Concepts|
1981|پروفایل|prōfāyl|noun|neutral|profile|پروفایل خود را به‌روزرسانی کنید.|prōfāyl-i khud rā ba-rōz-rasānī kunēd.|Update your profile.|Abstract Concepts|
1982|تنظیمات|tanzīmāt|noun|neutral|settings|تنظیمات گوشی را تغییر بده.|tanzīmāt-i gōshī rā taghyīr bida.|Change the phone settings.|Abstract Concepts|
1983|پیکربندی|paykar-bandī|noun|neutral|configuration|پیکربندی شبکه تمام شد.|paykar-bandī-i shabaka tamām shud.|The network configuration is finished.|Abstract Concepts|
1984|نصب کردن|nasb kardan|verb|neutral|to install|نرم‌افزار جدید را نصب کردم.|narm-afzār-i jadīd rā nasb kardam.|I installed the new software.|Actions & Movement|
1985|حذف کردن|hazf kardan|verb|neutral|to delete|این فایل را حذف کن.|īn fāyl rā hazf kun.|Delete this file.|Actions & Movement|
1986|به‌روزرسانی|ba-rōz-rasānī|noun|neutral|update|به‌روزرسانی جدید منتشر شد.|ba-rōz-rasānī-i jadīd muntashir shud.|A new update was released.|Abstract Concepts|
1987|پشتیبان‌گیری|pushtēbān-gīrī|noun|neutral|backup|پشتیبان‌گیری از اطلاعات مهم است.|pushtēbān-gīrī az ittilāāt muhim ast.|Backing up data is important.|Abstract Concepts|
1988|بازیابی|bāzyābī|noun|neutral|recovery|بازیابی اطلاعات موفقیت‌آمیز بود.|bāzyābī-i ittilāāt muwaffaqīyat-āmēz būd.|Data recovery was successful.|Abstract Concepts|
1989|پایگاه داده‌ها|pāygāh-i dāda-hā|noun|neutral|database|پایگاه داده‌ها هک شده است.|pāygāh-i dāda-hā hak shuda ast.|The database has been hacked.|Abstract Concepts|
1990|کوئری|kwērī|noun|neutral|query|کوئری پیچیده‌ای نوشتم.|kwērī-i pēchīda-ī nawishtam.|I wrote a complex query.|Abstract Concepts|
1991|جدول|jadwal|noun|neutral|table|اطلاعات در این جدول است.|ittilāāt dar īn jadwal ast.|The information is in this table.|Home & Furniture|
1992|ستون|sutūn|noun|neutral|column|این ستون خالی است.|īn sutūn khālī ast.|This column is empty.|Abstract Concepts|
1993|ردیف|radīf|noun|neutral|row|ردیف اول را پاک کن.|radīf-i awwal rā pāk kun.|Delete the first row.|Abstract Concepts|
1994|ارتباط|irtibāt|noun|neutral|connection|ارتباط اینترنتی قطع شد.|irtibāt-i intarnētī qata shud.|The internet connection was cut off.|Abstract Concepts|
1995|قطعی|qataī|noun|neutral|outage|قطعی برق مشکل‌ساز شد.|qataī-i barq mushkil-sāz shud.|The power outage caused problems.|Abstract Concepts|
1996|آدرس آی‌پی|ādrēs-i āy-pī|noun|neutral|IP address|آدرس آی‌پی شما تغییر کرده است.|ādrēs-i āy-pī-i shumā taghyīr karda ast.|Your IP address has changed.|Abstract Concepts|
1997|دامنه|dāmana|noun|neutral|domain|نام دامنه جدید ثبت کردم.|nām-i dāmana-i jadīd sabt kardam.|I registered a new domain name.|Abstract Concepts|
